id,title,text,E,P,B,R,score
F5,Fehlkalibrierung: arma/L/saocp_cqr,arma/L/saocp_cqr: Coverage-Validität in 100% der Länder FDR-verworfen; mittlere Coverage 0.929 (Überdeckung um 12.9pp).,1.0,0.9,1.0,1.0,0.97
F5,Fehlkalibrierung: lstm/GF/cqr_static,lstm/GF/cqr_static: Coverage-Validität in 100% der Länder FDR-verworfen; mittlere Coverage 0.945 (Überdeckung um 14.5pp).,1.0,0.9,1.0,1.0,0.97
F5,Fehlkalibrierung: lstm_const/G/saocp_cqr,lstm_const/G/saocp_cqr: Coverage-Validität in 100% der Länder FDR-verworfen; mittlere Coverage 0.935 (Überdeckung um 13.5pp).,1.0,0.9,1.0,1.0,0.97
F5,Fehlkalibrierung: lstm/G/saocp_cqr,lstm/G/saocp_cqr: Coverage-Validität in 100% der Länder FDR-verworfen; mittlere Coverage 0.939 (Überdeckung um 13.9pp).,1.0,0.9,1.0,1.0,0.97
F5,Fehlkalibrierung: lstm/G/cqr_static,lstm/G/cqr_static: Coverage-Validität in 100% der Länder FDR-verworfen; mittlere Coverage 0.943 (Überdeckung um 14.3pp).,1.0,0.9,1.0,1.0,0.97
F3,RQ2 lstm/G (saocp_cqr): adaptiv vs const,RQ2 lstm/G (saocp_cqr): adaptiv vs const: A ist im Median über Länder um 21.7% des Referenz-Winklers schlechter (Panel-t[NW] = 8.41; 0% der Länder mit Vorteil A; 60% FDR-signifikant; Median-q = 0.018).,1.0,0.981558720838,1.0,0.8,0.954
F3,RQ2 lstm/GF (saocp_cqr): adaptiv vs const,RQ2 lstm/GF (saocp_cqr): adaptiv vs const: A ist im Median über Länder um 23.8% des Referenz-Winklers schlechter (Panel-t[NW] = 8.08; 0% der Länder mit Vorteil A; 60% FDR-signifikant; Median-q = 0.022).,1.0,0.9782941091743393,1.0,0.8,0.953
F5,Fehlkalibrierung: lstm/GI/decay_ocp_cqr,lstm/GI/decay_ocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.929 (Überdeckung um 12.9pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm/G/decay_ocp_cqr,lstm/G/decay_ocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.929 (Überdeckung um 12.9pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm/GI/cqr_static,lstm/GI/cqr_static: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.950 (Überdeckung um 15.0pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: xlstm_const/GF/saocp_cqr,xlstm_const/GF/saocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.928 (Überdeckung um 12.8pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: xlstm_const/GF/cqr_static,xlstm_const/GF/cqr_static: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.901 (Überdeckung um 10.1pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lgbm_const/L/cqr_static,lgbm_const/L/cqr_static: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.920 (Überdeckung um 12.0pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: xlstm_const/G/saocp_cqr,xlstm_const/G/saocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.930 (Überdeckung um 13.0pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: xlstm_const/G/saocp_cqr,xlstm_const/G/saocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.931 (Überdeckung um 13.1pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: xlstm_const/GF/saocp_cqr,xlstm_const/GF/saocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.931 (Überdeckung um 13.1pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm/GI/native,lstm/GI/native: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.635 (Unterdeckung um 16.5pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: xlstm/GF/saocp_cqr,xlstm/GF/saocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.917 (Überdeckung um 11.7pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: arma/L/cqr_static,arma/L/cqr_static: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.931 (Überdeckung um 13.1pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm/L/saocp_cqr,lstm/L/saocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.917 (Überdeckung um 11.7pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: xlstm/G/native,xlstm/G/native: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.932 (Überdeckung um 13.2pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm/L/saocp_cqr,lstm/L/saocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.909 (Überdeckung um 10.9pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm/GF/native,lstm/GF/native: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.631 (Unterdeckung um 16.9pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm_const/GF/saocp_cqr,lstm_const/GF/saocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.930 (Überdeckung um 13.0pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm/G/native,lstm/G/native: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.654 (Unterdeckung um 14.6pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm/GF/decay_ocp_cqr,lstm/GF/decay_ocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.931 (Überdeckung um 13.1pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm/G/decay_ocp_cqr,lstm/G/decay_ocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.930 (Überdeckung um 13.0pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm/GF/decay_ocp_cqr,lstm/GF/decay_ocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.928 (Überdeckung um 12.8pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm_const/GF/saocp_cqr,lstm_const/GF/saocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.933 (Überdeckung um 13.3pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm_const/G/saocp_cqr,lstm_const/G/saocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.931 (Überdeckung um 13.1pp).,1.0,0.9,0.9,1.0,0.95
F5,Fehlkalibrierung: lstm_const/GF/cqr_static,lstm_const/GF/cqr_static: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.932 (Überdeckung um 13.2pp).,1.0,0.9,0.9,1.0,0.95
F2,RQ1 lstm (saocp_cqr): G vs L,RQ1 lstm (saocp_cqr): G vs L: A ist im Median über Länder um 30.4% des Referenz-Winklers schlechter (Panel-t[NW] = 8.33; 0% der Länder mit Vorteil A; 53% FDR-signifikant; Median-q = 0.073).,1.0,0.9271964268516056,1.0,0.8,0.938
F2,RQ1 xlstm (saocp_cqr): G vs L,RQ1 xlstm (saocp_cqr): G vs L: A ist im Median über Länder um 19.5% des Referenz-Winklers schlechter (Panel-t[NW] = 8.45; 0% der Länder mit Vorteil A; 60% FDR-signifikant; Median-q = 0.065).,0.9772423637630095,0.9352795866837094,1.0,0.8,0.934
F5,Fehlkalibrierung: xlstm/L/saocp_cqr,xlstm/L/saocp_cqr: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.894 (Überdeckung um 9.4pp).,0.9370078740157473,0.9,0.9,1.0,0.931
F5,Fehlkalibrierung: lstm/GF/native,lstm/GF/native: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.920 (Überdeckung um 12.0pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: xlstm/GI/saocp_cqr,xlstm/GI/saocp_cqr: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.902 (Überdeckung um 10.2pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: xlstm_const/G/saocp_cqr,xlstm_const/G/saocp_cqr: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.926 (Überdeckung um 12.6pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: xlstm/GI/native,xlstm/GI/native: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.924 (Überdeckung um 12.4pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: lstm_const/L/saocp_cqr,lstm_const/L/saocp_cqr: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.916 (Überdeckung um 11.6pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: lstm/G/native,lstm/G/native: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.924 (Überdeckung um 12.4pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: xlstm_const/L/saocp_cqr,xlstm_const/L/saocp_cqr: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.917 (Überdeckung um 11.7pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: lstm_const/L/cqr_static,lstm_const/L/cqr_static: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.913 (Überdeckung um 11.3pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: lstm_const/L/saocp_cqr,lstm_const/L/saocp_cqr: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.920 (Überdeckung um 12.0pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: arma_monthly/L/cqr_static,arma_monthly/L/cqr_static: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.925 (Überdeckung um 12.5pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: lstm_const/G/saocp_cqr,lstm_const/G/saocp_cqr: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.931 (Überdeckung um 13.1pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: xlstm/GF/native,xlstm/GF/native: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.909 (Überdeckung um 10.9pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: xlstm_const/L/cqr_static,xlstm_const/L/cqr_static: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.935 (Überdeckung um 13.5pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: lstm_const/G/cqr_static,lstm_const/G/cqr_static: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.929 (Überdeckung um 12.9pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: lstm/L/saocp_cqr,lstm/L/saocp_cqr: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.911 (Überdeckung um 11.1pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: xlstm/G/saocp_cqr,xlstm/G/saocp_cqr: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.916 (Überdeckung um 11.6pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: xlstm/G/native,xlstm/G/native: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.909 (Überdeckung um 10.9pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: xlstm/GF/native,xlstm/GF/native: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.931 (Überdeckung um 13.1pp).,1.0,0.9,0.8,1.0,0.93
F5,Fehlkalibrierung: lgbm/GI/saocp_cqr,lgbm/GI/saocp_cqr: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.898 (Überdeckung um 9.8pp).,0.9842519685039364,0.9,0.8,1.0,0.925
F5,Fehlkalibrierung: lstm_const/G/native,lstm_const/G/native: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.913 (Überdeckung um 11.3pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lstm_const/GF/native,lstm_const/GF/native: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.911 (Überdeckung um 11.1pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lstm_const/G/native,lstm_const/G/native: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.914 (Überdeckung um 11.4pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lstm_const/GF/native,lstm_const/GF/native: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.910 (Überdeckung um 11.0pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lstm_const/L/saocp_cqr,lstm_const/L/saocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.915 (Überdeckung um 11.5pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lstm_const/G/native,lstm_const/G/native: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.909 (Überdeckung um 10.9pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lstm_const/G/decay_ocp_cqr,lstm_const/G/decay_ocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.905 (Überdeckung um 10.5pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lstm_const/GF/native,lstm_const/GF/native: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.906 (Überdeckung um 10.6pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: rw/L/cqr_static,rw/L/cqr_static: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.915 (Überdeckung um 11.5pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lstm_const/G/decay_ocp_cqr,lstm_const/G/decay_ocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.919 (Überdeckung um 11.9pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lstm/GI/decay_ocp_cqr,lstm/GI/decay_ocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.923 (Überdeckung um 12.3pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lstm/GI/native,lstm/GI/native: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.912 (Überdeckung um 11.2pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: xlstm_const/G/native,xlstm_const/G/native: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.901 (Überdeckung um 10.1pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lstm_const/GF/decay_ocp_cqr,lstm_const/GF/decay_ocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.921 (Überdeckung um 12.1pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: xlstm_const/L/saocp_cqr,xlstm_const/L/saocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.909 (Überdeckung um 10.9pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: arma_monthly/L/decay_ocp_cqr,arma_monthly/L/decay_ocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.910 (Überdeckung um 11.0pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: xlstm_const/L/decay_ocp_cqr,xlstm_const/L/decay_ocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.909 (Überdeckung um 10.9pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lgbm/G/saocp_cqr,lgbm/G/saocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.906 (Überdeckung um 10.6pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: arma/L/decay_ocp_cqr,arma/L/decay_ocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.922 (Überdeckung um 12.2pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: xlstm_const/G/native,xlstm_const/G/native: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.908 (Überdeckung um 10.8pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: xlstm_const/GF/native,xlstm_const/GF/native: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.907 (Überdeckung um 10.7pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: lgbm_const/G/saocp_cqr,lgbm_const/G/saocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.906 (Überdeckung um 10.6pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: xlstm_const/L/saocp_cqr,xlstm_const/L/saocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.909 (Überdeckung um 10.9pp).,1.0,0.9,0.7,1.0,0.91
F5,Fehlkalibrierung: xlstm_const/L/decay_ocp_cqr,xlstm_const/L/decay_ocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.902 (Überdeckung um 10.2pp).,1.0,0.9,0.7,1.0,0.91
F2,RQ1 xlstm (cqr_static): GF vs GI,RQ1 xlstm (cqr_static): GF vs GI: A ist im Median über Länder um 19.6% des Referenz-Winklers besser (Panel-t[NW] = -11.06; 80% der Länder mit Vorteil A; 63% FDR-signifikant; Median-q = 0.019).,0.9820610231964555,0.9812046896407979,0.8,0.8,0.909
F5,Fehlkalibrierung: lstm_const/G/cqr_static,lstm_const/G/cqr_static: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.887 (Überdeckung um 8.7pp).,0.8740157480314958,0.9,0.8,1.0,0.892
F5,Fehlkalibrierung: tirex2/ZS/saocp_cqr,tirex2/ZS/saocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.894 (Überdeckung um 9.4pp).,0.9370078740157473,0.9,0.7,1.0,0.891
F5,Fehlkalibrierung: xlstm_const/L/cqr_static,xlstm_const/L/cqr_static: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.920 (Überdeckung um 12.0pp).,1.0,0.9,0.6,1.0,0.89
F5,Fehlkalibrierung: arma_monthly/L/native,arma_monthly/L/native: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.901 (Überdeckung um 10.1pp).,1.0,0.9,0.6,1.0,0.89
F5,Fehlkalibrierung: rw/L/native,rw/L/native: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.909 (Überdeckung um 10.9pp).,1.0,0.9,0.6,1.0,0.89
F5,Fehlkalibrierung: xlstm_const/GF/decay_ocp_cqr,xlstm_const/GF/decay_ocp_cqr: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.904 (Überdeckung um 10.4pp).,1.0,0.9,0.6,1.0,0.89
F5,Fehlkalibrierung: xlstm_const/GF/native,xlstm_const/GF/native: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.900 (Überdeckung um 10.0pp).,0.9999999999999998,0.9,0.6,1.0,0.89
F5,Fehlkalibrierung: xlstm_const/L/cqr_static,xlstm_const/L/cqr_static: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.916 (Überdeckung um 11.6pp).,1.0,0.9,0.6,1.0,0.89
F5,Fehlkalibrierung: arma/L/native,arma/L/native: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.904 (Überdeckung um 10.4pp).,1.0,0.9,0.6,1.0,0.89
F5,Fehlkalibrierung: lgbm_const/G/cqr_static,lgbm_const/G/cqr_static: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.903 (Überdeckung um 10.3pp).,1.0,0.9,0.6,1.0,0.89
F5,Fehlkalibrierung: lstm_const/GF/decay_ocp_cqr,lstm_const/GF/decay_ocp_cqr: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.907 (Überdeckung um 10.7pp).,1.0,0.9,0.6,1.0,0.89
F5,Fehlkalibrierung: lstm_const/G/decay_ocp_cqr,lstm_const/G/decay_ocp_cqr: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.912 (Überdeckung um 11.2pp).,1.0,0.9,0.6,1.0,0.89
F5,Fehlkalibrierung: lstm_const/GF/decay_ocp_cqr,lstm_const/GF/decay_ocp_cqr: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.911 (Überdeckung um 11.1pp).,1.0,0.9,0.6,1.0,0.89
F5,Fehlkalibrierung: lstm_const/L/cqr_static,lstm_const/L/cqr_static: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.915 (Überdeckung um 11.5pp).,1.0,0.9,0.6,1.0,0.89
F5,Fehlkalibrierung: xlstm/GI/native,xlstm/GI/native: Coverage-Validität in 80% der Länder FDR-verworfen; mittlere Coverage 0.885 (Überdeckung um 8.5pp).,0.8503937007874018,0.9,0.8,1.0,0.885
F5,Fehlkalibrierung: lstm/GF/cqr_static,lstm/GF/cqr_static: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.891 (Überdeckung um 9.1pp).,0.9133858267716533,0.9,0.7,1.0,0.884
F5,Fehlkalibrierung: lgbm/L/saocp_cqr,lgbm/L/saocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.891 (Überdeckung um 9.1pp).,0.9055118110236215,0.9,0.7,1.0,0.882
F5,Fehlkalibrierung: xlstm/GI/decay_ocp_cqr,xlstm/GI/decay_ocp_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.891 (Überdeckung um 9.1pp).,0.9055118110236215,0.9,0.7,1.0,0.882
F5,Fehlkalibrierung: xlstm_const/G/decay_ocp_cqr,xlstm_const/G/decay_ocp_cqr: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.897 (Überdeckung um 9.7pp).,0.9685039370078741,0.9,0.6,1.0,0.881
